,label,video_name
1070,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_056_x264.mp4
1178,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos012_x264.mp4
113,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents126_x264.mp4
1558,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery005_x264.mp4
1740,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary012_x264.mp4
184,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault025_x264.mp4
1001,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos511_x264.mp4
37,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents014_x264.mp4
562,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_478_x264.mp4
282,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest023_x264.mp4
1205,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos458_x264.mp4
1265,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_025_x264.mp4
1612,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing081_x264.mp4
303,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting003_x264.mp4
1338,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_881_x264.mp4
1708,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary020_x264.mp4
1252,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos082_x264.mp4
1294,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos653_x264.mp4
525,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos280_x264.mp4
1283,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos075_x264.mp4
1113,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos720_x264.mp4
609,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos253_x264.mp4
1159,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_944_x264.mp4
601,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos623_x264.mp4
411,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion009_x264.mp4
436,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion012_x264.mp4
1108,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos534_x264.mp4
1390,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos087_x264.mp4
217,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism007_x264.mp4
969,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos130_x264.mp4
285,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest034_x264.mp4
1261,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos155_x264.mp4
1786,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary034_x264.mp4
484,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_941_x264.mp4
993,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_067_x264.mp4
1332,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos846_x264.mp4
466,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos205_x264.mp4
1753,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary032_x264.mp4
1734,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary060_x264.mp4
445,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion020_x264.mp4
659,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos699_x264.mp4
550,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos263_x264.mp4
400,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion047_x264.mp4
1841,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse012_x264.mp4
770,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos159_x264.mp4
1537,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery113_x264.mp4
1818,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse040_x264.mp4
23,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents091_x264.mp4
1632,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing017_x264.mp4
895,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos324_x264.mp4
326,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting040_x264.mp4
1799,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary035_x264.mp4
341,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting044_x264.mp4
1414,shoplifting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shoplifting/Shoplifting018_x264.mp4
512,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos540_x264.mp4
667,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_877_x264.mp4
1659,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing010_x264.mp4
81,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents003_x264.mp4
755,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos565_x264.mp4
862,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos145_x264.mp4
1507,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery097_x264.mp4
102,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents134_x264.mp4
494,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos104_x264.mp4
240,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism002_x264.mp4
859,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_014_x264.mp4
675,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos630_x264.mp4
1711,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary022_x264.mp4
1117,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos678_x264.mp4
163,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault030_x264.mp4
931,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos727_x264.mp4
1428,shoplifting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shoplifting/Shoplifting017_x264.mp4
1634,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing096_x264.mp4
985,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos363_x264.mp4
458,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos854_x264.mp4
36,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents010_x264.mp4
1226,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos437_x264.mp4
1453,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery109_x264.mp4
1141,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos553_x264.mp4
822,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos703_x264.mp4
1136,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos268_x264.mp4
680,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos427_x264.mp4
898,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_894_x264.mp4
867,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos687_x264.mp4
464,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos490_x264.mp4
1819,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse011_x264.mp4
536,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos403_x264.mp4
288,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest038_x264.mp4
1234,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos528_x264.mp4
1073,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos080_x264.mp4
683,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_070_x264.mp4
1156,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos531_x264.mp4
12,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents021_x264.mp4
399,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson019_x264.mp4
1586,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery149_x264.mp4
300,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting047_x264.mp4
1115,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos598_x264.mp4
704,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_876_x264.mp4
275,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest032_x264.mp4
154,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault029_x264.mp4
495,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos503_x264.mp4
1646,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing018_x264.mp4
897,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_417_x264.mp4
1682,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing075_x264.mp4
205,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism020_x264.mp4
1577,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery071_x264.mp4
470,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos833_x264.mp4
1363,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos770_x264.mp4
1091,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos306_x264.mp4
372,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson028_x264.mp4
662,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos225_x264.mp4
1673,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing027_x264.mp4
1506,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery124_x264.mp4
763,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos488_x264.mp4
434,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion025_x264.mp4
1810,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse028_x264.mp4
1871,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting015_x264.mp4
673,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos851_x264.mp4
1069,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos791_x264.mp4
337,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting027_x264.mp4
1012,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_656_x264.mp4
1127,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos466_x264.mp4
1739,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary002_x264.mp4
75,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents031_x264.mp4
1098,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_203_x264.mp4
255,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest029_x264.mp4
670,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos301_x264.mp4
1175,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos335_x264.mp4
142,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents077_x264.mp4
819,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos023_x264.mp4
1370,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos171_x264.mp4
1272,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_345_x264.mp4
1218,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos125_x264.mp4
531,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos429_x264.mp4
1701,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary010_x264.mp4
440,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion023_x264.mp4
1304,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos763_x264.mp4
127,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents139_x264.mp4
273,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest049_x264.mp4
138,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents005_x264.mp4
306,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting032_x264.mp4
631,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos536_x264.mp4
1197,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos350_x264.mp4
759,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos103_x264.mp4
1345,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos191_x264.mp4
1566,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery144_x264.mp4
1322,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_798_x264.mp4
469,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos701_x264.mp4
1267,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_899_x264.mp4
753,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos562_x264.mp4
833,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos084_x264.mp4
1536,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery050_x264.mp4
1387,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos563_x264.mp4
350,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson035_x264.mp4
839,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_939_x264.mp4
1169,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos524_x264.mp4
1698,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing058_x264.mp4
175,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault027_x264.mp4
854,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_175_x264.mp4
962,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_891_x264.mp4
1278,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos267_x264.mp4
958,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos648_x264.mp4
554,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_710_x264.mp4
315,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting041_x264.mp4
589,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos548_x264.mp4
1746,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary033_x264.mp4
1040,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos777_x264.mp4
8,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents114_x264.mp4
1050,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_360_x264.mp4
960,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos500_x264.mp4
1284,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos769_x264.mp4
1533,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery090_x264.mp4
1623,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing054_x264.mp4
200,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism010_x264.mp4
444,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion028_x264.mp4
1343,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos064_x264.mp4
1654,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing043_x264.mp4
514,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos184_x264.mp4
630,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_312_x264.mp4
996,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos307_x264.mp4
6,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents082_x264.mp4
1759,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary080_x264.mp4
1894,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting019_x264.mp4
1041,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos407_x264.mp4
1696,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing012_x264.mp4
1669,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing105_x264.mp4
1824,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse050_x264.mp4
695,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos282_x264.mp4
1391,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos555_x264.mp4
548,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos394_x264.mp4
911,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_869_x264.mp4
103,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents097_x264.mp4
1886,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting021_x264.mp4
724,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos805_x264.mp4
791,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos570_x264.mp4
1366,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos322_x264.mp4
741,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos389_x264.mp4
1481,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery058_x264.mp4
158,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault028_x264.mp4
369,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson027_x264.mp4
1325,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos436_x264.mp4
1081,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos666_x264.mp4
357,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson002_x264.mp4
1037,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_452_x264.mp4
1851,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting022_x264.mp4
1859,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting007_x264.mp4
1863,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting041_x264.mp4
70,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents061_x264.mp4
118,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents081_x264.mp4
1879,fighting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/fighting/Fighting043_x264.mp4
984,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos542_x264.mp4
1573,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery021_x264.mp4
610,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos227_x264.mp4
732,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos468_x264.mp4
1775,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary024_x264.mp4
185,assault,../input/real-time-anomaly-detection-in-cctv-surveillance/data/assault/Assault017_x264.mp4
855,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos858_x264.mp4
1652,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing077_x264.mp4
590,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos790_x264.mp4
728,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos729_x264.mp4
230,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism021_x264.mp4
1472,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery146_x264.mp4
1825,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse027_x264.mp4
272,arrest,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arrest/Arrest010_x264.mp4
535,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos735_x264.mp4
1531,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery031_x264.mp4
587,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos438_x264.mp4
889,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos138_x264.mp4
1597,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery066_x264.mp4
1064,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos811_x264.mp4
1580,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery143_x264.mp4
629,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos213_x264.mp4
1735,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary054_x264.mp4
1189,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos455_x264.mp4
209,vandalism,../input/real-time-anomaly-detection-in-cctv-surveillance/data/vandalism/Vandalism026_x264.mp4
1010,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos313_x264.mp4
1683,stealing,../input/real-time-anomaly-detection-in-cctv-surveillance/data/stealing/Stealing100_x264.mp4
109,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents144_x264.mp4
573,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos674_x264.mp4
743,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos950_x264.mp4
1089,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos718_x264.mp4
1196,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos796_x264.mp4
1526,robbery,../input/real-time-anomaly-detection-in-cctv-surveillance/data/robbery/Robbery004_x264.mp4
0,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents111_x264.mp4
308,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting043_x264.mp4
50,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents008_x264.mp4
1199,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos404_x264.mp4
1849,abuse,../input/real-time-anomaly-detection-in-cctv-surveillance/data/abuse/Abuse003_x264.mp4
869,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos411_x264.mp4
976,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos814_x264.mp4
1766,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary027_x264.mp4
33,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents110_x264.mp4
338,shooting,../input/real-time-anomaly-detection-in-cctv-surveillance/data/shooting/Shooting052_x264.mp4
20,roadaccidents,../input/real-time-anomaly-detection-in-cctv-surveillance/data/roadaccidents/RoadAccidents086_x264.mp4
404,explosion,../input/real-time-anomaly-detection-in-cctv-surveillance/data/explosion/Explosion032_x264.mp4
1313,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos254_x264.mp4
1033,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_906_x264.mp4
874,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos830_x264.mp4
963,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos430_x264.mp4
1760,burglary,../input/real-time-anomaly-detection-in-cctv-surveillance/data/burglary/Burglary077_x264.mp4
395,arson,../input/real-time-anomaly-detection-in-cctv-surveillance/data/arson/Arson030_x264.mp4
510,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos632_x264.mp4
1146,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos836_x264.mp4
725,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos_042_x264.mp4
518,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos364_x264.mp4
1219,normal,../input/real-time-anomaly-detection-in-cctv-surveillance/data/normal/Normal_Videos112_x264.mp4
